;Zeit;L Aeq, T=1s;L AFmax, T=1s;
;18.01.2016   13:58:08;36,2 dB(A);36,8 dB(A);
;18.01.2016   13:58:09;36,0 dB(A);36,8 dB(A);
;18.01.2016   13:58:10;35,9 dB(A);36,2 dB(A);
;18.01.2016   13:58:11;35,0 dB(A);35,6 dB(A);
;18.01.2016   13:58:12;35,0 dB(A);35,6 dB(A);
;18.01.2016   13:58:13;35,7 dB(A);36,1 dB(A);
;18.01.2016   13:58:14;35,4 dB(A);36,0 dB(A);
;18.01.2016   13:58:15;35,2 dB(A);35,4 dB(A);
;18.01.2016   13:58:16;34,1 dB(A);34,7 dB(A);
;18.01.2016   13:58:17;33,4 dB(A);33,7 dB(A);
;18.01.2016   13:58:18;33,5 dB(A);34,7 dB(A);
;18.01.2016   13:58:19;34,7 dB(A);35,7 dB(A);
;18.01.2016   13:58:20;35,9 dB(A);36,5 dB(A);
;18.01.2016   13:58:21;36,0 dB(A);37,1 dB(A);
;18.01.2016   13:58:22;36,0 dB(A);37,0 dB(A);
;18.01.2016   13:58:23;35,3 dB(A);36,1 dB(A);
;18.01.2016   13:58:24;33,9 dB(A);35,1 dB(A);
;18.01.2016   13:58:25;34,5 dB(A);34,9 dB(A);
;18.01.2016   13:58:26;35,4 dB(A);36,3 dB(A);
;18.01.2016   13:58:27;34,1 dB(A);34,5 dB(A);
;18.01.2016   13:58:28;34,8 dB(A);35,1 dB(A);
;18.01.2016   13:58:29;35,5 dB(A);36,0 dB(A);
;18.01.2016   13:58:30;34,7 dB(A);35,5 dB(A);
;18.01.2016   13:58:31;35,3 dB(A);37,6 dB(A);
;18.01.2016   13:58:32;35,2 dB(A);37,5 dB(A);
;18.01.2016   13:58:33;34,9 dB(A);35,9 dB(A);
;18.01.2016   13:58:34;35,2 dB(A);35,8 dB(A);
;18.01.2016   13:58:35;34,6 dB(A);34,8 dB(A);
;18.01.2016   13:58:36;35,1 dB(A);35,8 dB(A);
;18.01.2016   13:58:37;34,9 dB(A);35,5 dB(A);
;18.01.2016   13:58:38;35,3 dB(A);35,9 dB(A);
;18.01.2016   13:58:39;35,2 dB(A);35,5 dB(A);
;18.01.2016   13:58:40;36,3 dB(A);38,0 dB(A);
;18.01.2016   13:58:41;35,7 dB(A);35,9 dB(A);
;18.01.2016   13:58:42;35,3 dB(A);35,9 dB(A);
;18.01.2016   13:58:43;35,0 dB(A);35,4 dB(A);
;18.01.2016   13:58:44;35,5 dB(A);36,3 dB(A);
;18.01.2016   13:58:45;35,0 dB(A);36,1 dB(A);
;18.01.2016   13:58:46;34,7 dB(A);35,0 dB(A);
;18.01.2016   13:58:47;34,5 dB(A);34,9 dB(A);
;18.01.2016   13:58:48;35,9 dB(A);39,6 dB(A);
;18.01.2016   13:58:49;35,1 dB(A);36,1 dB(A);
;18.01.2016   13:58:50;35,1 dB(A);35,8 dB(A);
;18.01.2016   13:58:51;35,4 dB(A);35,9 dB(A);
;18.01.2016   13:58:52;35,9 dB(A);36,7 dB(A);
;18.01.2016   13:58:53;37,1 dB(A);37,4 dB(A);
;18.01.2016   13:58:54;36,7 dB(A);37,1 dB(A);
;18.01.2016   13:58:55;36,5 dB(A);37,1 dB(A);
;18.01.2016   13:58:56;35,7 dB(A);36,1 dB(A);
;18.01.2016   13:58:57;35,4 dB(A);35,8 dB(A);
;18.01.2016   13:58:58;35,3 dB(A);35,7 dB(A);
;18.01.2016   13:58:59;35,2 dB(A);35,6 dB(A);
;18.01.2016   13:59:01;36,5 dB(A);38,0 dB(A);
;18.01.2016   13:59:02;37,0 dB(A);37,4 dB(A);
;18.01.2016   13:59:03;36,8 dB(A);37,4 dB(A);
;18.01.2016   13:59:04;36,4 dB(A);36,9 dB(A);
;18.01.2016   13:59:05;36,0 dB(A);36,4 dB(A);
;18.01.2016   13:59:06;38,5 dB(A);42,8 dB(A);
;18.01.2016   13:59:07;37,5 dB(A);42,0 dB(A);
;18.01.2016   13:59:08;34,4 dB(A);34,7 dB(A);
;18.01.2016   13:59:09;34,9 dB(A);35,5 dB(A);
;18.01.2016   13:59:10;34,6 dB(A);34,9 dB(A);
;18.01.2016   13:59:11;34,9 dB(A);36,0 dB(A);
;18.01.2016   13:59:12;36,2 dB(A);37,5 dB(A);
;18.01.2016   13:59:13;35,6 dB(A);36,1 dB(A);
;18.01.2016   13:59:14;36,7 dB(A);37,8 dB(A);
;18.01.2016   13:59:15;35,8 dB(A);37,4 dB(A);
;18.01.2016   13:59:16;35,0 dB(A);35,5 dB(A);
;18.01.2016   13:59:17;35,2 dB(A);35,6 dB(A);
;18.01.2016   13:59:18;37,6 dB(A);39,4 dB(A);
;18.01.2016   13:59:19;37,3 dB(A);38,2 dB(A);
;18.01.2016   13:59:20;36,1 dB(A);37,0 dB(A);
;18.01.2016   13:59:21;37,1 dB(A);37,9 dB(A);
;18.01.2016   13:59:22;35,8 dB(A);36,7 dB(A);
;18.01.2016   13:59:23;36,9 dB(A);37,6 dB(A);
;18.01.2016   13:59:24;37,5 dB(A);39,2 dB(A);
;18.01.2016   13:59:25;36,8 dB(A);38,5 dB(A);
;18.01.2016   13:59:26;37,3 dB(A);38,5 dB(A);
;18.01.2016   13:59:27;36,1 dB(A);36,7 dB(A);
;18.01.2016   13:59:28;37,0 dB(A);37,3 dB(A);
;18.01.2016   13:59:29;36,5 dB(A);37,2 dB(A);
;18.01.2016   13:59:30;36,0 dB(A);37,0 dB(A);
;18.01.2016   13:59:31;35,3 dB(A);37,0 dB(A);
;18.01.2016   13:59:32;36,8 dB(A);37,5 dB(A);
;18.01.2016   13:59:33;35,5 dB(A);36,7 dB(A);
;18.01.2016   13:59:34;36,3 dB(A);37,3 dB(A);
;18.01.2016   13:59:35;37,0 dB(A);37,8 dB(A);
;18.01.2016   13:59:36;37,3 dB(A);38,7 dB(A);
;18.01.2016   13:59:37;36,9 dB(A);38,1 dB(A);
;18.01.2016   13:59:38;37,6 dB(A);38,2 dB(A);
;18.01.2016   13:59:39;38,3 dB(A);40,0 dB(A);
;18.01.2016   13:59:40;37,8 dB(A);39,0 dB(A);
;18.01.2016   13:59:41;36,7 dB(A);38,2 dB(A);
;18.01.2016   13:59:42;37,5 dB(A);38,1 dB(A);
;18.01.2016   13:59:43;37,2 dB(A);37,7 dB(A);
;18.01.2016   13:59:44;36,5 dB(A);37,3 dB(A);
;18.01.2016   13:59:45;37,2 dB(A);38,8 dB(A);
;18.01.2016   13:59:46;37,4 dB(A);38,8 dB(A);
;18.01.2016   13:59:47;36,4 dB(A);37,7 dB(A);
;18.01.2016   13:59:48;35,3 dB(A);35,8 dB(A);
;18.01.2016   13:59:49;37,0 dB(A);38,2 dB(A);
;18.01.2016   13:59:50;37,1 dB(A);37,9 dB(A);
;18.01.2016   13:59:51;36,7 dB(A);38,5 dB(A);
;18.01.2016   13:59:52;37,6 dB(A);38,2 dB(A);
;18.01.2016   13:59:53;37,1 dB(A);38,3 dB(A);
;18.01.2016   13:59:54;36,4 dB(A);36,7 dB(A);
;18.01.2016   13:59:55;36,7 dB(A);37,3 dB(A);
;18.01.2016   13:59:56;37,5 dB(A);39,4 dB(A);
;18.01.2016   13:59:57;39,5 dB(A);42,0 dB(A);
;18.01.2016   13:59:58;37,0 dB(A);37,5 dB(A);
;18.01.2016   13:59:59;35,4 dB(A);36,1 dB(A);
;18.01.2016   14:00:01;37,4 dB(A);38,0 dB(A);
;18.01.2016   14:00:02;36,5 dB(A);37,9 dB(A);
;18.01.2016   14:00:03;38,1 dB(A);40,5 dB(A);
;18.01.2016   14:00:04;35,8 dB(A);36,5 dB(A);
;18.01.2016   14:00:09;35,1 dB(A);36,1 dB(A);
;18.01.2016   14:00:10;35,0 dB(A);35,5 dB(A);
;18.01.2016   14:00:11;35,3 dB(A);36,1 dB(A);
;18.01.2016   14:00:12;35,6 dB(A);36,6 dB(A);
;18.01.2016   14:00:13;34,6 dB(A);35,2 dB(A);
;18.01.2016   14:00:14;33,2 dB(A);34,1 dB(A);
;18.01.2016   14:00:15;35,9 dB(A);41,2 dB(A);
;18.01.2016   14:00:16;36,7 dB(A);40,3 dB(A);
;18.01.2016   14:00:17;32,8 dB(A);33,6 dB(A);
;18.01.2016   14:00:18;33,0 dB(A);33,7 dB(A);
;18.01.2016   14:00:19;33,5 dB(A);34,2 dB(A);
;18.01.2016   14:00:20;34,4 dB(A);35,3 dB(A);
;18.01.2016   14:00:21;33,9 dB(A);35,8 dB(A);
;18.01.2016   14:00:22;34,0 dB(A);35,0 dB(A);
;18.01.2016   14:00:23;34,1 dB(A);35,6 dB(A);
;18.01.2016   14:00:24;33,6 dB(A);34,2 dB(A);
;18.01.2016   14:00:25;34,1 dB(A);35,3 dB(A);
;18.01.2016   14:00:26;32,5 dB(A);32,9 dB(A);
;18.01.2016   14:00:27;33,1 dB(A);33,6 dB(A);
;18.01.2016   14:00:28;33,3 dB(A);33,9 dB(A);
;18.01.2016   14:00:29;34,0 dB(A);34,1 dB(A);
;18.01.2016   14:00:30;34,1 dB(A);35,2 dB(A);
;18.01.2016   14:00:31;35,6 dB(A);36,2 dB(A);
;18.01.2016   14:00:32;37,8 dB(A);40,3 dB(A);
;18.01.2016   14:00:33;39,5 dB(A);40,6 dB(A);
;18.01.2016   14:00:34;37,6 dB(A);38,4 dB(A);
;18.01.2016   14:00:35;35,4 dB(A);36,1 dB(A);
;18.01.2016   14:00:36;34,6 dB(A);35,5 dB(A);
;18.01.2016   14:00:37;34,4 dB(A);35,0 dB(A);
;18.01.2016   14:00:38;35,5 dB(A);36,2 dB(A);
;18.01.2016   14:00:39;35,6 dB(A);35,8 dB(A);
;18.01.2016   14:00:40;35,9 dB(A);36,4 dB(A);
;18.01.2016   14:00:41;35,4 dB(A);36,3 dB(A);
;18.01.2016   14:00:42;33,8 dB(A);34,4 dB(A);
;18.01.2016   14:00:43;34,5 dB(A);36,1 dB(A);
;18.01.2016   14:00:44;33,9 dB(A);34,4 dB(A);
;18.01.2016   14:00:45;34,5 dB(A);35,0 dB(A);
;18.01.2016   14:00:46;35,1 dB(A);35,9 dB(A);
;18.01.2016   14:00:47;34,5 dB(A);34,8 dB(A);
;18.01.2016   14:00:48;34,8 dB(A);35,3 dB(A);
;18.01.2016   14:00:49;34,4 dB(A);34,9 dB(A);
;18.01.2016   14:00:50;35,2 dB(A);36,5 dB(A);
;18.01.2016   14:00:51;35,7 dB(A);36,4 dB(A);
;18.01.2016   14:00:52;34,3 dB(A);34,9 dB(A);
;18.01.2016   14:00:53;35,9 dB(A);36,5 dB(A);
;18.01.2016   14:00:54;36,1 dB(A);37,1 dB(A);
;18.01.2016   14:00:55;37,8 dB(A);39,4 dB(A);
;18.01.2016   14:00:56;36,6 dB(A);37,5 dB(A);
;18.01.2016   14:00:57;37,9 dB(A);38,5 dB(A);
;18.01.2016   14:00:58;37,2 dB(A);37,9 dB(A);
;18.01.2016   14:00:59;37,7 dB(A);38,4 dB(A);
;18.01.2016   14:01:01;37,6 dB(A);38,3 dB(A);
;18.01.2016   14:01:02;39,3 dB(A);40,6 dB(A);
;18.01.2016   14:01:03;38,8 dB(A);39,5 dB(A);
;18.01.2016   14:01:04;40,3 dB(A);41,2 dB(A);
;18.01.2016   14:01:05;38,3 dB(A);39,5 dB(A);
;18.01.2016   14:01:06;38,4 dB(A);39,0 dB(A);
;18.01.2016   14:01:07;38,7 dB(A);39,7 dB(A);
;18.01.2016   14:01:08;39,0 dB(A);39,9 dB(A);
;18.01.2016   14:01:09;39,6 dB(A);40,8 dB(A);
;18.01.2016   14:01:10;38,1 dB(A);39,0 dB(A);
;18.01.2016   14:01:11;37,5 dB(A);38,0 dB(A);
;18.01.2016   14:01:12;37,9 dB(A);38,8 dB(A);
;18.01.2016   14:01:13;37,8 dB(A);38,8 dB(A);
;18.01.2016   14:01:14;37,5 dB(A);38,7 dB(A);
;18.01.2016   14:01:15;37,0 dB(A);37,5 dB(A);
;18.01.2016   14:01:16;36,3 dB(A);36,8 dB(A);
;18.01.2016   14:01:17;36,6 dB(A);36,9 dB(A);
;18.01.2016   14:01:18;37,7 dB(A);38,3 dB(A);
;18.01.2016   14:01:19;36,1 dB(A);36,6 dB(A);
;18.01.2016   14:01:20;35,9 dB(A);36,9 dB(A);
;18.01.2016   14:01:21;36,8 dB(A);37,5 dB(A);
;18.01.2016   14:01:22;35,9 dB(A);36,3 dB(A);
;18.01.2016   14:01:23;36,8 dB(A);37,3 dB(A);
;18.01.2016   14:01:24;37,1 dB(A);37,4 dB(A);
;18.01.2016   14:01:25;36,8 dB(A);37,4 dB(A);
;18.01.2016   14:01:26;36,4 dB(A);37,1 dB(A);
;18.01.2016   14:01:27;36,3 dB(A);37,7 dB(A);
;18.01.2016   14:01:28;35,2 dB(A);35,4 dB(A);
;18.01.2016   14:01:29;35,2 dB(A);35,6 dB(A);
;18.01.2016   14:01:30;34,7 dB(A);35,2 dB(A);
;18.01.2016   14:01:31;35,6 dB(A);36,3 dB(A);
;18.01.2016   14:01:32;36,0 dB(A);36,5 dB(A);
;18.01.2016   14:01:33;35,7 dB(A);36,1 dB(A);
;18.01.2016   14:01:34;36,7 dB(A);37,3 dB(A);
;18.01.2016   14:01:35;36,7 dB(A);37,2 dB(A);
;18.01.2016   14:01:36;35,9 dB(A);36,5 dB(A);
;18.01.2016   14:01:37;36,1 dB(A);37,0 dB(A);
;18.01.2016   14:01:38;36,1 dB(A);36,7 dB(A);
;18.01.2016   14:01:39;44,6 dB(A);47,8 dB(A);
;18.01.2016   14:01:40;37,6 dB(A);38,5 dB(A);
;18.01.2016   14:01:41;37,3 dB(A);37,8 dB(A);
;18.01.2016   14:01:42;38,8 dB(A);39,6 dB(A);
;18.01.2016   14:01:43;37,4 dB(A);37,9 dB(A);
;18.01.2016   14:01:44;38,5 dB(A);39,2 dB(A);
;18.01.2016   14:01:45;38,6 dB(A);39,0 dB(A);
;18.01.2016   14:01:46;37,7 dB(A);38,4 dB(A);
;18.01.2016   14:01:47;37,4 dB(A);38,0 dB(A);
;18.01.2016   14:01:48;36,4 dB(A);37,0 dB(A);
;18.01.2016   14:01:49;37,8 dB(A);38,3 dB(A);
;18.01.2016   14:01:50;38,2 dB(A);38,5 dB(A);
;18.01.2016   14:01:51;37,2 dB(A);37,6 dB(A);
;18.01.2016   14:01:52;36,7 dB(A);37,2 dB(A);
;18.01.2016   14:01:53;36,6 dB(A);36,8 dB(A);
;18.01.2016   14:01:54;36,1 dB(A);36,5 dB(A);
;18.01.2016   14:01:55;35,9 dB(A);36,7 dB(A);
;18.01.2016   14:01:56;35,1 dB(A);35,6 dB(A);
;18.01.2016   14:01:57;35,0 dB(A);35,2 dB(A);
;18.01.2016   14:01:58;35,3 dB(A);36,0 dB(A);
;18.01.2016   14:01:59;35,0 dB(A);35,9 dB(A);
;18.01.2016   14:02:01;34,4 dB(A);34,7 dB(A);
;18.01.2016   14:02:02;34,0 dB(A);34,3 dB(A);
;18.01.2016   14:02:03;34,5 dB(A);35,1 dB(A);
;18.01.2016   14:02:04;35,1 dB(A);35,4 dB(A);
;18.01.2016   14:02:05;35,7 dB(A);36,5 dB(A);
;18.01.2016   14:02:06;35,5 dB(A);36,2 dB(A);
;18.01.2016   14:02:07;35,5 dB(A);36,1 dB(A);
;18.01.2016   14:02:08;35,6 dB(A);35,9 dB(A);
;18.01.2016   14:02:09;34,4 dB(A);35,2 dB(A);
;18.01.2016   14:02:10;34,7 dB(A);35,1 dB(A);
;18.01.2016   14:02:11;35,3 dB(A);35,8 dB(A);
;18.01.2016   14:02:12;36,0 dB(A);36,5 dB(A);
;18.01.2016   14:02:13;35,9 dB(A);36,2 dB(A);
;18.01.2016   14:02:14;37,5 dB(A);39,0 dB(A);
;18.01.2016   14:02:15;40,3 dB(A);41,9 dB(A);
;18.01.2016   14:02:16;39,5 dB(A);40,2 dB(A);
;18.01.2016   14:02:17;38,2 dB(A);38,8 dB(A);
;18.01.2016   14:02:18;38,6 dB(A);39,4 dB(A);
;18.01.2016   14:02:19;38,7 dB(A);39,6 dB(A);
;18.01.2016   14:02:20;37,0 dB(A);37,5 dB(A);
;18.01.2016   14:02:21;37,2 dB(A);37,9 dB(A);
;18.01.2016   14:02:22;37,6 dB(A);38,9 dB(A);
;18.01.2016   14:02:23;38,3 dB(A);39,3 dB(A);
;18.01.2016   14:02:24;36,7 dB(A);37,4 dB(A);
;18.01.2016   14:02:25;38,1 dB(A);41,7 dB(A);
;18.01.2016   14:02:26;35,2 dB(A);35,7 dB(A);
;18.01.2016   14:02:27;35,3 dB(A);35,8 dB(A);
;18.01.2016   14:02:28;36,0 dB(A);36,5 dB(A);
;18.01.2016   14:02:29;36,2 dB(A);36,9 dB(A);
;18.01.2016   14:02:30;36,4 dB(A);37,7 dB(A);
;18.01.2016   14:02:31;36,5 dB(A);37,4 dB(A);
;18.01.2016   14:02:32;35,9 dB(A);36,6 dB(A);
;18.01.2016   14:02:33;36,6 dB(A);37,1 dB(A);
;18.01.2016   14:02:34;36,8 dB(A);37,6 dB(A);
;18.01.2016   14:02:35;35,8 dB(A);36,5 dB(A);
;18.01.2016   14:02:36;35,5 dB(A);36,0 dB(A);
;18.01.2016   14:02:37;37,0 dB(A);37,9 dB(A);
;18.01.2016   14:02:38;37,9 dB(A);38,4 dB(A);
;18.01.2016   14:02:39;37,7 dB(A);38,6 dB(A);
;18.01.2016   14:02:40;37,2 dB(A);37,9 dB(A);
;18.01.2016   14:02:41;37,3 dB(A);38,6 dB(A);
;18.01.2016   14:02:42;38,2 dB(A);38,8 dB(A);
;18.01.2016   14:02:43;38,0 dB(A);38,6 dB(A);
;18.01.2016   14:02:44;37,9 dB(A);38,6 dB(A);
;18.01.2016   14:02:45;38,3 dB(A);40,6 dB(A);
;18.01.2016   14:02:46;36,7 dB(A);36,9 dB(A);
;18.01.2016   14:02:47;36,4 dB(A);37,1 dB(A);
;18.01.2016   14:02:48;38,1 dB(A);39,4 dB(A);
;18.01.2016   14:02:49;37,0 dB(A);38,1 dB(A);
;18.01.2016   14:02:50;36,4 dB(A);37,0 dB(A);
;18.01.2016   14:02:51;36,1 dB(A);37,6 dB(A);
;18.01.2016   14:02:52;36,8 dB(A);38,0 dB(A);
;18.01.2016   14:02:53;35,9 dB(A);36,4 dB(A);
;18.01.2016   14:02:54;36,5 dB(A);36,9 dB(A);
;18.01.2016   14:02:55;37,7 dB(A);38,6 dB(A);
;18.01.2016   14:02:56;37,7 dB(A);38,2 dB(A);
;18.01.2016   14:02:57;37,5 dB(A);38,5 dB(A);
;18.01.2016   14:02:58;38,9 dB(A);39,9 dB(A);
;18.01.2016   14:02:59;40,4 dB(A);41,0 dB(A);
;18.01.2016   14:03:01;42,6 dB(A);43,5 dB(A);
;18.01.2016   14:03:02;44,1 dB(A);47,4 dB(A);
;18.01.2016   14:03:03;43,1 dB(A);44,0 dB(A);
;18.01.2016   14:03:04;44,4 dB(A);45,9 dB(A);
;18.01.2016   14:03:05;47,5 dB(A);49,8 dB(A);
;18.01.2016   14:03:06;52,4 dB(A);54,4 dB(A);
;18.01.2016   14:03:07;60,2 dB(A);65,3 dB(A);
;18.01.2016   14:03:08;76,2 dB(A);80,2 dB(A);
;18.01.2016   14:03:09;81,2 dB(A);82,0 dB(A);
;18.01.2016   14:03:10;80,7 dB(A);81,1 dB(A);
;18.01.2016   14:03:11;81,7 dB(A);82,5 dB(A);
;18.01.2016   14:03:12;83,4 dB(A);84,5 dB(A);
;18.01.2016   14:03:13;76,2 dB(A);80,7 dB(A);
;18.01.2016   14:03:14;65,0 dB(A);67,9 dB(A);
;18.01.2016   14:03:15;59,6 dB(A);61,3 dB(A);
;18.01.2016   14:03:16;55,4 dB(A);56,8 dB(A);
;18.01.2016   14:03:17;51,7 dB(A);53,6 dB(A);
;18.01.2016   14:03:18;46,6 dB(A);48,6 dB(A);
;18.01.2016   14:03:19;42,4 dB(A);44,3 dB(A);
;18.01.2016   14:03:20;39,8 dB(A);41,4 dB(A);
;18.01.2016   14:03:21;38,2 dB(A);38,9 dB(A);
;18.01.2016   14:03:22;39,9 dB(A);43,2 dB(A);
;18.01.2016   14:03:23;38,6 dB(A);41,6 dB(A);
;18.01.2016   14:03:24;36,7 dB(A);39,4 dB(A);
;18.01.2016   14:03:25;35,7 dB(A);36,5 dB(A);
;18.01.2016   14:03:26;35,4 dB(A);36,2 dB(A);
;18.01.2016   14:03:27;35,3 dB(A);36,2 dB(A);
;18.01.2016   14:03:28;34,9 dB(A);35,2 dB(A);
;18.01.2016   14:03:29;35,0 dB(A);35,3 dB(A);
;18.01.2016   14:03:30;34,8 dB(A);35,1 dB(A);
;18.01.2016   14:03:31;35,2 dB(A);35,7 dB(A);
;18.01.2016   14:03:32;36,5 dB(A);37,2 dB(A);
;18.01.2016   14:03:33;35,2 dB(A);36,1 dB(A);
;18.01.2016   14:03:34;34,5 dB(A);34,8 dB(A);
;18.01.2016   14:03:35;37,2 dB(A);40,5 dB(A);
;18.01.2016   14:03:36;34,2 dB(A);35,2 dB(A);
;18.01.2016   14:03:37;34,4 dB(A);35,1 dB(A);
;18.01.2016   14:03:38;34,3 dB(A);34,8 dB(A);
;18.01.2016   14:03:39;34,5 dB(A);34,8 dB(A);
;18.01.2016   14:03:40;34,5 dB(A);35,1 dB(A);
;18.01.2016   14:03:41;34,5 dB(A);35,5 dB(A);
;18.01.2016   14:03:42;34,6 dB(A);35,5 dB(A);
;18.01.2016   14:03:43;35,1 dB(A);35,8 dB(A);
;18.01.2016   14:03:44;35,4 dB(A);36,0 dB(A);
;18.01.2016   14:03:45;35,6 dB(A);36,9 dB(A);
;18.01.2016   14:03:46;35,7 dB(A);36,4 dB(A);
;18.01.2016   14:03:47;35,1 dB(A);36,7 dB(A);
;18.01.2016   14:03:48;35,4 dB(A);38,0 dB(A);
;18.01.2016   14:03:49;35,9 dB(A);36,7 dB(A);
;18.01.2016   14:03:50;35,0 dB(A);35,6 dB(A);
;18.01.2016   14:03:51;35,4 dB(A);36,2 dB(A);
;18.01.2016   14:03:52;34,6 dB(A);35,1 dB(A);
;18.01.2016   14:03:53;35,0 dB(A);35,5 dB(A);
;18.01.2016   14:03:54;35,0 dB(A);35,6 dB(A);
;18.01.2016   14:03:55;34,3 dB(A);34,9 dB(A);
;18.01.2016   14:03:56;34,4 dB(A);34,7 dB(A);
;18.01.2016   14:03:57;34,3 dB(A);34,5 dB(A);
;18.01.2016   14:03:58;33,9 dB(A);34,5 dB(A);
;18.01.2016   14:03:59;34,8 dB(A);36,0 dB(A);
;18.01.2016   14:04:01;34,9 dB(A);35,3 dB(A);
;18.01.2016   14:04:02;34,5 dB(A);35,0 dB(A);
;18.01.2016   14:04:03;34,4 dB(A);35,3 dB(A);
;18.01.2016   14:04:04;35,1 dB(A);35,9 dB(A);
;18.01.2016   14:04:05;34,4 dB(A);34,8 dB(A);
;18.01.2016   14:04:06;33,6 dB(A);33,8 dB(A);
;18.01.2016   14:04:07;34,2 dB(A);34,5 dB(A);
;18.01.2016   14:04:08;34,7 dB(A);35,8 dB(A);
;18.01.2016   14:04:09;34,8 dB(A);35,3 dB(A);
;18.01.2016   14:04:10;34,9 dB(A);35,3 dB(A);
;18.01.2016   14:04:11;35,5 dB(A);35,9 dB(A);
;18.01.2016   14:04:12;36,3 dB(A);36,9 dB(A);
;18.01.2016   14:04:13;36,9 dB(A);38,2 dB(A);
;18.01.2016   14:04:14;36,0 dB(A);36,3 dB(A);
;18.01.2016   14:04:15;36,4 dB(A);37,4 dB(A);
;18.01.2016   14:04:16;39,3 dB(A);41,2 dB(A);
;18.01.2016   14:04:17;38,4 dB(A);41,3 dB(A);
;18.01.2016   14:04:18;37,2 dB(A);37,8 dB(A);
;18.01.2016   14:04:19;37,3 dB(A);37,6 dB(A);
;18.01.2016   14:04:20;36,9 dB(A);37,3 dB(A);
;18.01.2016   14:04:21;37,3 dB(A);38,0 dB(A);
;18.01.2016   14:04:22;36,7 dB(A);38,0 dB(A);
;18.01.2016   14:04:23;35,4 dB(A);36,3 dB(A);
;18.01.2016   14:04:24;39,9 dB(A);44,3 dB(A);
;18.01.2016   14:04:25;36,0 dB(A);36,6 dB(A);
;18.01.2016   14:04:26;37,6 dB(A);39,4 dB(A);
;18.01.2016   14:04:27;36,9 dB(A);38,2 dB(A);
;18.01.2016   14:04:28;36,3 dB(A);37,3 dB(A);
;18.01.2016   14:04:29;36,6 dB(A);37,7 dB(A);
;18.01.2016   14:04:30;38,0 dB(A);40,5 dB(A);
;18.01.2016   14:04:31;37,2 dB(A);37,9 dB(A);
;18.01.2016   14:04:32;36,2 dB(A);36,7 dB(A);
;18.01.2016   14:04:33;36,5 dB(A);36,9 dB(A);
;18.01.2016   14:04:34;36,4 dB(A);36,8 dB(A);
;18.01.2016   14:04:35;35,9 dB(A);36,2 dB(A);
;18.01.2016   14:04:36;35,7 dB(A);36,3 dB(A);
;18.01.2016   14:04:37;35,2 dB(A);35,5 dB(A);
;18.01.2016   14:04:38;35,7 dB(A);36,5 dB(A);
;18.01.2016   14:04:39;36,2 dB(A);36,9 dB(A);
;18.01.2016   14:04:40;36,7 dB(A);37,2 dB(A);
;18.01.2016   14:04:41;37,4 dB(A);37,9 dB(A);
;18.01.2016   14:04:42;37,4 dB(A);37,9 dB(A);
;18.01.2016   14:04:43;37,7 dB(A);38,3 dB(A);
;18.01.2016   14:04:44;39,0 dB(A);39,5 dB(A);
;18.01.2016   14:04:45;39,5 dB(A);40,2 dB(A);
;18.01.2016   14:04:46;41,6 dB(A);42,9 dB(A);
;18.01.2016   14:04:47;44,9 dB(A);46,6 dB(A);
;18.01.2016   14:04:48;51,2 dB(A);53,8 dB(A);
;18.01.2016   14:04:49;57,0 dB(A);59,5 dB(A);
;18.01.2016   14:04:50;65,3 dB(A);68,8 dB(A);
;18.01.2016   14:04:51;83,5 dB(A);88,3 dB(A);
;18.01.2016   14:04:52;89,1 dB(A);89,8 dB(A);
;18.01.2016   14:04:53;88,0 dB(A);90,3 dB(A);
;18.01.2016   14:04:54;86,4 dB(A);87,6 dB(A);
;18.01.2016   14:04:55;85,9 dB(A);88,5 dB(A);
;18.01.2016   14:04:56;70,2 dB(A);74,3 dB(A);
;18.01.2016   14:04:57;62,4 dB(A);64,9 dB(A);
;18.01.2016   14:04:58;58,3 dB(A);59,9 dB(A);
;18.01.2016   14:04:59;53,1 dB(A);55,8 dB(A);
;18.01.2016   14:05:01;45,6 dB(A);46,2 dB(A);
;18.01.2016   14:05:02;44,1 dB(A);44,7 dB(A);
;18.01.2016   14:05:03;42,7 dB(A);43,9 dB(A);
;18.01.2016   14:05:04;40,9 dB(A);42,0 dB(A);
;18.01.2016   14:05:05;39,4 dB(A);40,0 dB(A);
;18.01.2016   14:05:06;39,5 dB(A);40,4 dB(A);
;18.01.2016   14:05:07;39,0 dB(A);39,6 dB(A);
;18.01.2016   14:05:08;38,4 dB(A);39,1 dB(A);
;18.01.2016   14:05:09;38,5 dB(A);39,4 dB(A);
;18.01.2016   14:05:10;38,9 dB(A);39,7 dB(A);
;18.01.2016   14:05:11;40,8 dB(A);42,0 dB(A);
;18.01.2016   14:05:12;42,0 dB(A);42,2 dB(A);
;18.01.2016   14:05:13;40,9 dB(A);41,4 dB(A);
;18.01.2016   14:05:14;40,8 dB(A);41,1 dB(A);
;18.01.2016   14:05:15;41,9 dB(A);42,7 dB(A);
;18.01.2016   14:05:16;40,1 dB(A);41,1 dB(A);
;18.01.2016   14:05:17;40,9 dB(A);41,5 dB(A);
;18.01.2016   14:05:18;40,1 dB(A);41,0 dB(A);
;18.01.2016   14:05:19;41,7 dB(A);44,4 dB(A);
;18.01.2016   14:05:20;39,9 dB(A);40,8 dB(A);
;18.01.2016   14:05:21;39,2 dB(A);39,9 dB(A);
