;Zeit;L Aeq, T=1s;L AFmax, T=1s;
;18.01.2016   10:03:03;57,3 dB(A);61,2 dB(A);
;18.01.2016   10:03:04;48,8 dB(A);49,8 dB(A);
;18.01.2016   10:03:05;48,3 dB(A);48,6 dB(A);
;18.01.2016   10:03:06;55,3 dB(A);60,8 dB(A);
;18.01.2016   10:03:07;55,4 dB(A);60,7 dB(A);
;18.01.2016   10:03:08;48,6 dB(A);49,2 dB(A);
;18.01.2016   10:03:09;48,3 dB(A);48,6 dB(A);
;18.01.2016   10:03:10;48,7 dB(A);51,7 dB(A);
;18.01.2016   10:03:11;57,1 dB(A);61,1 dB(A);
;18.01.2016   10:03:12;48,8 dB(A);49,9 dB(A);
;18.01.2016   10:03:13;48,0 dB(A);48,2 dB(A);
;18.01.2016   10:03:14;47,9 dB(A);48,1 dB(A);
;18.01.2016   10:03:15;59,6 dB(A);64,3 dB(A);
;18.01.2016   10:03:16;52,0 dB(A);56,0 dB(A);
;18.01.2016   10:03:17;48,1 dB(A);48,6 dB(A);
;18.01.2016   10:03:18;60,3 dB(A);65,5 dB(A);
;18.01.2016   10:03:19;55,1 dB(A);59,7 dB(A);
;18.01.2016   10:03:20;48,7 dB(A);49,3 dB(A);
;18.01.2016   10:03:21;48,6 dB(A);48,8 dB(A);
;18.01.2016   10:03:22;50,7 dB(A);56,4 dB(A);
;18.01.2016   10:03:23;59,1 dB(A);60,8 dB(A);
;18.01.2016   10:03:24;55,3 dB(A);60,0 dB(A);
;18.01.2016   10:03:25;49,4 dB(A);50,8 dB(A);
;18.01.2016   10:03:26;48,5 dB(A);49,0 dB(A);
;18.01.2016   10:03:27;48,7 dB(A);49,1 dB(A);
;18.01.2016   10:03:28;57,8 dB(A);60,9 dB(A);
;18.01.2016   10:03:29;60,1 dB(A);62,6 dB(A);
;18.01.2016   10:03:30;49,6 dB(A);51,4 dB(A);
;18.01.2016   10:03:31;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:03:32;48,4 dB(A);48,7 dB(A);
;18.01.2016   10:03:33;48,0 dB(A);48,2 dB(A);
;18.01.2016   10:03:34;49,6 dB(A);54,4 dB(A);
;18.01.2016   10:03:35;57,0 dB(A);60,7 dB(A);
;18.01.2016   10:03:36;48,7 dB(A);49,6 dB(A);
;18.01.2016   10:03:37;47,7 dB(A);48,0 dB(A);
;18.01.2016   10:03:38;57,6 dB(A);61,9 dB(A);
;18.01.2016   10:03:39;49,6 dB(A);52,4 dB(A);
;18.01.2016   10:03:40;48,0 dB(A);48,2 dB(A);
;18.01.2016   10:03:41;48,1 dB(A);48,5 dB(A);
;18.01.2016   10:03:42;57,3 dB(A);61,8 dB(A);
;18.01.2016   10:03:43;48,5 dB(A);50,5 dB(A);
;18.01.2016   10:03:44;47,5 dB(A);48,3 dB(A);
;18.01.2016   10:03:45;56,5 dB(A);61,6 dB(A);
;18.01.2016   10:03:46;55,2 dB(A);60,5 dB(A);
;18.01.2016   10:03:47;55,1 dB(A);59,5 dB(A);
;18.01.2016   10:03:48;50,2 dB(A);53,3 dB(A);
;18.01.2016   10:03:49;47,7 dB(A);47,9 dB(A);
;18.01.2016   10:03:50;47,6 dB(A);48,0 dB(A);
;18.01.2016   10:03:51;47,8 dB(A);48,1 dB(A);
;18.01.2016   10:03:52;53,5 dB(A);58,5 dB(A);
;18.01.2016   10:03:53;51,0 dB(A);54,8 dB(A);
;18.01.2016   10:03:54;47,8 dB(A);48,0 dB(A);
;18.01.2016   10:03:55;47,8 dB(A);48,0 dB(A);
;18.01.2016   10:03:56;57,1 dB(A);60,7 dB(A);
;18.01.2016   10:03:57;49,3 dB(A);50,4 dB(A);
;18.01.2016   10:03:58;48,6 dB(A);48,9 dB(A);
;18.01.2016   10:03:59;51,1 dB(A);54,9 dB(A);
;18.01.2016   10:04:01;57,0 dB(A);59,7 dB(A);
;18.01.2016   10:04:02;51,6 dB(A);55,6 dB(A);
;18.01.2016   10:04:03;48,0 dB(A);48,8 dB(A);
;18.01.2016   10:04:04;48,7 dB(A);49,2 dB(A);
;18.01.2016   10:04:05;61,0 dB(A);62,8 dB(A);
;18.01.2016   10:04:06;57,2 dB(A);60,6 dB(A);
;18.01.2016   10:04:07;54,6 dB(A);58,2 dB(A);
;18.01.2016   10:04:08;50,0 dB(A);50,7 dB(A);
;18.01.2016   10:04:09;49,6 dB(A);49,9 dB(A);
;18.01.2016   10:04:10;49,0 dB(A);49,5 dB(A);
;18.01.2016   10:04:11;57,5 dB(A);61,8 dB(A);
;18.01.2016   10:04:12;54,6 dB(A);59,8 dB(A);
;18.01.2016   10:04:13;49,2 dB(A);50,5 dB(A);
;18.01.2016   10:04:14;48,6 dB(A);48,8 dB(A);
;18.01.2016   10:04:15;48,6 dB(A);49,3 dB(A);
;18.01.2016   10:04:16;59,1 dB(A);60,8 dB(A);
;18.01.2016   10:04:17;58,0 dB(A);60,6 dB(A);
;18.01.2016   10:04:18;58,0 dB(A);60,9 dB(A);
;18.01.2016   10:04:19;48,4 dB(A);50,1 dB(A);
;18.01.2016   10:04:20;48,0 dB(A);48,2 dB(A);
;18.01.2016   10:04:21;47,6 dB(A);48,1 dB(A);
;18.01.2016   10:04:22;54,3 dB(A);60,4 dB(A);
;18.01.2016   10:04:23;59,4 dB(A);59,8 dB(A);
;18.01.2016   10:04:24;57,4 dB(A);59,3 dB(A);
;18.01.2016   10:04:25;50,3 dB(A);54,0 dB(A);
;18.01.2016   10:04:26;48,5 dB(A);49,5 dB(A);
;18.01.2016   10:04:27;49,1 dB(A);50,0 dB(A);
;18.01.2016   10:04:28;50,9 dB(A);51,9 dB(A);
;18.01.2016   10:04:29;54,5 dB(A);56,5 dB(A);
;18.01.2016   10:04:30;60,2 dB(A);62,8 dB(A);
;18.01.2016   10:04:31;75,9 dB(A);81,3 dB(A);
;18.01.2016   10:04:32;88,0 dB(A);90,6 dB(A);
;18.01.2016   10:04:33;88,9 dB(A);90,5 dB(A);
;18.01.2016   10:04:34;86,0 dB(A);86,7 dB(A);
;18.01.2016   10:04:35;86,7 dB(A);87,6 dB(A);
;18.01.2016   10:04:36;82,2 dB(A);86,6 dB(A);
;18.01.2016   10:04:37;69,6 dB(A);72,7 dB(A);
;18.01.2016   10:04:38;66,6 dB(A);67,8 dB(A);
;18.01.2016   10:04:39;64,9 dB(A);67,5 dB(A);
;18.01.2016   10:04:40;64,6 dB(A);68,0 dB(A);
;18.01.2016   10:04:41;54,5 dB(A);57,7 dB(A);
;18.01.2016   10:04:42;56,1 dB(A);60,6 dB(A);
;18.01.2016   10:04:43;49,5 dB(A);50,1 dB(A);
;18.01.2016   10:04:44;49,0 dB(A);49,4 dB(A);
;18.01.2016   10:04:45;49,2 dB(A);49,5 dB(A);
;18.01.2016   10:04:46;51,8 dB(A);55,9 dB(A);
;18.01.2016   10:04:47;48,9 dB(A);49,6 dB(A);
;18.01.2016   10:04:48;48,7 dB(A);49,3 dB(A);
;18.01.2016   10:04:49;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:04:50;49,0 dB(A);49,3 dB(A);
;18.01.2016   10:04:51;49,3 dB(A);49,7 dB(A);
;18.01.2016   10:04:52;49,1 dB(A);49,5 dB(A);
;18.01.2016   10:04:53;48,5 dB(A);48,7 dB(A);
;18.01.2016   10:04:54;48,6 dB(A);49,0 dB(A);
;18.01.2016   10:04:55;48,4 dB(A);48,6 dB(A);
;18.01.2016   10:04:56;49,0 dB(A);49,2 dB(A);
;18.01.2016   10:04:57;48,5 dB(A);48,9 dB(A);
;18.01.2016   10:04:58;48,5 dB(A);48,8 dB(A);
;18.01.2016   10:04:59;48,2 dB(A);48,3 dB(A);
;18.01.2016   10:05:01;47,8 dB(A);48,1 dB(A);
;18.01.2016   10:05:02;48,1 dB(A);48,4 dB(A);
;18.01.2016   10:05:03;48,2 dB(A);48,7 dB(A);
;18.01.2016   10:05:04;48,5 dB(A);49,5 dB(A);
;18.01.2016   10:05:05;48,5 dB(A);49,5 dB(A);
;18.01.2016   10:05:06;48,2 dB(A);48,5 dB(A);
;18.01.2016   10:05:07;48,2 dB(A);48,6 dB(A);
;18.01.2016   10:05:08;53,2 dB(A);57,0 dB(A);
;18.01.2016   10:05:09;64,2 dB(A);66,7 dB(A);
;18.01.2016   10:05:10;64,5 dB(A);67,2 dB(A);
;18.01.2016   10:05:11;54,7 dB(A);59,8 dB(A);
;18.01.2016   10:05:12;62,2 dB(A);66,5 dB(A);
;18.01.2016   10:05:13;50,5 dB(A);52,0 dB(A);
;18.01.2016   10:05:14;49,1 dB(A);49,5 dB(A);
;18.01.2016   10:05:15;49,0 dB(A);49,2 dB(A);
;18.01.2016   10:05:16;48,8 dB(A);49,5 dB(A);
;18.01.2016   10:05:17;49,0 dB(A);49,2 dB(A);
;18.01.2016   10:05:18;49,0 dB(A);49,3 dB(A);
;18.01.2016   10:05:19;48,8 dB(A);49,2 dB(A);
;18.01.2016   10:05:20;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:05:21;54,4 dB(A);57,4 dB(A);
;18.01.2016   10:05:22;56,8 dB(A);57,1 dB(A);
;18.01.2016   10:05:23;56,4 dB(A);57,1 dB(A);
;18.01.2016   10:05:24;56,7 dB(A);58,9 dB(A);
;18.01.2016   10:05:25;62,1 dB(A);66,3 dB(A);
;18.01.2016   10:05:26;61,3 dB(A);67,3 dB(A);
;18.01.2016   10:05:27;55,8 dB(A);60,2 dB(A);
;18.01.2016   10:05:28;49,3 dB(A);50,0 dB(A);
;18.01.2016   10:05:29;49,0 dB(A);49,4 dB(A);
;18.01.2016   10:05:30;50,4 dB(A);52,8 dB(A);
;18.01.2016   10:05:31;49,3 dB(A);51,1 dB(A);
;18.01.2016   10:05:32;48,6 dB(A);48,7 dB(A);
;18.01.2016   10:05:33;48,6 dB(A);48,9 dB(A);
;18.01.2016   10:05:34;48,6 dB(A);49,0 dB(A);
;18.01.2016   10:05:35;48,6 dB(A);48,9 dB(A);
;18.01.2016   10:05:36;53,8 dB(A);56,6 dB(A);
;18.01.2016   10:05:37;55,0 dB(A);57,3 dB(A);
;18.01.2016   10:05:38;62,3 dB(A);66,1 dB(A);
;18.01.2016   10:05:39;62,4 dB(A);66,4 dB(A);
;18.01.2016   10:05:40;56,4 dB(A);60,1 dB(A);
;18.01.2016   10:05:41;49,8 dB(A);50,2 dB(A);
;18.01.2016   10:05:42;48,9 dB(A);49,4 dB(A);
;18.01.2016   10:05:43;48,5 dB(A);48,8 dB(A);
;18.01.2016   10:05:44;48,3 dB(A);48,8 dB(A);
;18.01.2016   10:05:45;57,4 dB(A);61,5 dB(A);
;18.01.2016   10:05:46;61,0 dB(A);61,8 dB(A);
;18.01.2016   10:05:47;58,2 dB(A);60,5 dB(A);
;18.01.2016   10:05:48;56,1 dB(A);60,5 dB(A);
;18.01.2016   10:05:49;49,7 dB(A);50,2 dB(A);
;18.01.2016   10:05:50;49,0 dB(A);49,5 dB(A);
;18.01.2016   10:05:51;48,6 dB(A);48,8 dB(A);
;18.01.2016   10:05:52;54,6 dB(A);60,7 dB(A);
;18.01.2016   10:05:53;56,9 dB(A);60,1 dB(A);
;18.01.2016   10:05:54;49,1 dB(A);49,9 dB(A);
;18.01.2016   10:05:55;54,6 dB(A);60,7 dB(A);
;18.01.2016   10:05:56;56,0 dB(A);60,7 dB(A);
;18.01.2016   10:05:57;49,2 dB(A);49,7 dB(A);
;18.01.2016   10:05:58;49,3 dB(A);50,1 dB(A);
;18.01.2016   10:05:59;48,8 dB(A);49,1 dB(A);
;18.01.2016   10:06:01;49,1 dB(A);49,7 dB(A);
;18.01.2016   10:06:02;48,9 dB(A);49,1 dB(A);
;18.01.2016   10:06:03;49,0 dB(A);51,4 dB(A);
;18.01.2016   10:06:04;57,2 dB(A);61,1 dB(A);
;18.01.2016   10:06:05;49,5 dB(A);50,6 dB(A);
;18.01.2016   10:06:06;48,5 dB(A);48,8 dB(A);
;18.01.2016   10:06:07;48,8 dB(A);49,9 dB(A);
;18.01.2016   10:06:08;57,6 dB(A);60,7 dB(A);
;18.01.2016   10:06:09;56,2 dB(A);60,3 dB(A);
;18.01.2016   10:06:10;49,7 dB(A);50,8 dB(A);
;18.01.2016   10:06:11;55,4 dB(A);59,8 dB(A);
;18.01.2016   10:06:12;52,0 dB(A);54,8 dB(A);
;18.01.2016   10:06:13;48,9 dB(A);49,3 dB(A);
;18.01.2016   10:06:14;49,1 dB(A);51,4 dB(A);
;18.01.2016   10:06:15;56,7 dB(A);60,0 dB(A);
;18.01.2016   10:06:16;49,4 dB(A);50,4 dB(A);
;18.01.2016   10:06:17;56,0 dB(A);61,7 dB(A);
;18.01.2016   10:06:18;52,8 dB(A);57,3 dB(A);
;18.01.2016   10:06:19;49,0 dB(A);49,4 dB(A);
;18.01.2016   10:06:20;60,3 dB(A);65,3 dB(A);
;18.01.2016   10:06:21;50,0 dB(A);51,7 dB(A);
;18.01.2016   10:06:22;48,9 dB(A);49,4 dB(A);
;18.01.2016   10:06:23;48,7 dB(A);49,5 dB(A);
;18.01.2016   10:06:24;61,1 dB(A);63,8 dB(A);
;18.01.2016   10:06:25;51,3 dB(A);54,5 dB(A);
;18.01.2016   10:06:26;49,2 dB(A);49,6 dB(A);
;18.01.2016   10:06:27;58,0 dB(A);62,0 dB(A);
;18.01.2016   10:06:28;51,9 dB(A);55,5 dB(A);
;18.01.2016   10:06:29;49,3 dB(A);49,5 dB(A);
;18.01.2016   10:06:30;48,9 dB(A);49,1 dB(A);
;18.01.2016   10:06:31;48,9 dB(A);49,1 dB(A);
;18.01.2016   10:06:32;49,4 dB(A);49,7 dB(A);
;18.01.2016   10:06:33;49,1 dB(A);49,5 dB(A);
;18.01.2016   10:06:34;54,5 dB(A);61,8 dB(A);
;18.01.2016   10:06:35;64,3 dB(A);65,8 dB(A);
;18.01.2016   10:06:36;59,2 dB(A);64,3 dB(A);
;18.01.2016   10:06:37;49,4 dB(A);49,7 dB(A);
;18.01.2016   10:06:38;48,8 dB(A);49,2 dB(A);
;18.01.2016   10:06:39;62,2 dB(A);65,0 dB(A);
;18.01.2016   10:06:40;56,9 dB(A);60,9 dB(A);
;18.01.2016   10:06:41;49,1 dB(A);50,5 dB(A);
;18.01.2016   10:06:42;48,7 dB(A);49,1 dB(A);
;18.01.2016   10:06:43;48,6 dB(A);48,9 dB(A);
;18.01.2016   10:06:44;59,3 dB(A);62,7 dB(A);
;18.01.2016   10:06:45;49,7 dB(A);51,4 dB(A);
;18.01.2016   10:06:46;49,0 dB(A);49,3 dB(A);
;18.01.2016   10:06:47;48,9 dB(A);49,3 dB(A);
;18.01.2016   10:06:48;59,3 dB(A);63,1 dB(A);
;18.01.2016   10:06:49;49,5 dB(A);51,3 dB(A);
;18.01.2016   10:06:50;49,0 dB(A);49,2 dB(A);
;18.01.2016   10:06:51;49,1 dB(A);49,5 dB(A);
;18.01.2016   10:06:52;49,0 dB(A);49,3 dB(A);
;18.01.2016   10:06:53;48,8 dB(A);49,1 dB(A);
;18.01.2016   10:06:54;48,8 dB(A);49,1 dB(A);
;18.01.2016   10:06:55;49,0 dB(A);49,3 dB(A);
;18.01.2016   10:06:56;49,1 dB(A);49,4 dB(A);
;18.01.2016   10:06:57;49,0 dB(A);49,2 dB(A);
;18.01.2016   10:06:58;49,0 dB(A);49,3 dB(A);
;18.01.2016   10:06:59;49,3 dB(A);49,5 dB(A);
;18.01.2016   10:07:01;62,6 dB(A);64,7 dB(A);
;18.01.2016   10:07:02;58,4 dB(A);61,1 dB(A);
;18.01.2016   10:07:03;63,2 dB(A);68,8 dB(A);
;18.01.2016   10:07:04;49,5 dB(A);50,2 dB(A);
;18.01.2016   10:07:05;49,2 dB(A);49,8 dB(A);
;18.01.2016   10:07:06;51,8 dB(A);55,9 dB(A);
;18.01.2016   10:07:07;58,9 dB(A);63,8 dB(A);
;18.01.2016   10:07:08;61,5 dB(A);62,8 dB(A);
;18.01.2016   10:07:09;55,8 dB(A);61,1 dB(A);
;18.01.2016   10:07:10;57,7 dB(A);60,3 dB(A);
;18.01.2016   10:07:11;52,2 dB(A);53,6 dB(A);
;18.01.2016   10:07:12;50,0 dB(A);50,9 dB(A);
;18.01.2016   10:07:13;49,3 dB(A);49,7 dB(A);
;18.01.2016   10:07:14;49,0 dB(A);49,3 dB(A);
;18.01.2016   10:07:15;49,9 dB(A);51,5 dB(A);
;18.01.2016   10:07:16;49,0 dB(A);49,4 dB(A);
;18.01.2016   10:07:17;48,9 dB(A);49,3 dB(A);
;18.01.2016   10:07:18;48,9 dB(A);49,3 dB(A);
;18.01.2016   10:07:19;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:07:20;49,0 dB(A);49,3 dB(A);
;18.01.2016   10:07:21;49,1 dB(A);49,4 dB(A);
;18.01.2016   10:07:22;49,3 dB(A);49,6 dB(A);
;18.01.2016   10:07:23;61,9 dB(A);65,0 dB(A);
;18.01.2016   10:07:24;57,8 dB(A);63,3 dB(A);
;18.01.2016   10:07:25;50,0 dB(A);51,3 dB(A);
;18.01.2016   10:07:26;48,9 dB(A);49,3 dB(A);
;18.01.2016   10:07:27;49,1 dB(A);49,3 dB(A);
;18.01.2016   10:07:28;57,0 dB(A);61,1 dB(A);
;18.01.2016   10:07:29;53,7 dB(A);59,2 dB(A);
;18.01.2016   10:07:30;49,5 dB(A);51,1 dB(A);
;18.01.2016   10:07:31;48,9 dB(A);49,1 dB(A);
;18.01.2016   10:07:32;48,8 dB(A);49,0 dB(A);
;18.01.2016   10:07:33;49,8 dB(A);54,4 dB(A);
;18.01.2016   10:07:34;57,8 dB(A);62,2 dB(A);
;18.01.2016   10:07:35;49,5 dB(A);50,8 dB(A);
;18.01.2016   10:07:36;49,1 dB(A);49,8 dB(A);
;18.01.2016   10:07:37;49,1 dB(A);49,3 dB(A);
;18.01.2016   10:07:38;49,4 dB(A);50,5 dB(A);
;18.01.2016   10:07:39;49,4 dB(A);49,6 dB(A);
;18.01.2016   10:07:40;49,5 dB(A);49,8 dB(A);
;18.01.2016   10:07:41;49,3 dB(A);49,5 dB(A);
;18.01.2016   10:07:42;49,2 dB(A);49,4 dB(A);
;18.01.2016   10:07:43;49,5 dB(A);50,0 dB(A);
;18.01.2016   10:07:44;57,5 dB(A);60,4 dB(A);
;18.01.2016   10:07:45;63,1 dB(A);65,6 dB(A);
;18.01.2016   10:07:46;59,1 dB(A);60,9 dB(A);
;18.01.2016   10:07:47;53,4 dB(A);55,8 dB(A);
;18.01.2016   10:07:48;54,2 dB(A);60,5 dB(A);
;18.01.2016   10:07:49;53,5 dB(A);57,6 dB(A);
;18.01.2016   10:07:50;63,2 dB(A);66,2 dB(A);
;18.01.2016   10:07:51;51,5 dB(A);54,7 dB(A);
;18.01.2016   10:07:52;49,6 dB(A);50,2 dB(A);
;18.01.2016   10:07:53;49,4 dB(A);49,8 dB(A);
;18.01.2016   10:07:54;62,0 dB(A);65,4 dB(A);
;18.01.2016   10:07:55;55,2 dB(A);60,7 dB(A);
;18.01.2016   10:07:56;49,2 dB(A);49,4 dB(A);
;18.01.2016   10:07:57;48,9 dB(A);49,3 dB(A);
;18.01.2016   10:07:58;52,1 dB(A);59,2 dB(A);
;18.01.2016   10:07:59;59,3 dB(A);62,0 dB(A);
;18.01.2016   10:08:01;49,0 dB(A);49,4 dB(A);
;18.01.2016   10:08:02;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:08:03;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:08:04;52,4 dB(A);59,4 dB(A);
;18.01.2016   10:08:05;60,5 dB(A);62,4 dB(A);
;18.01.2016   10:08:06;53,3 dB(A);56,6 dB(A);
;18.01.2016   10:08:07;48,7 dB(A);49,4 dB(A);
;18.01.2016   10:08:08;48,4 dB(A);48,9 dB(A);
;18.01.2016   10:08:09;48,4 dB(A);48,6 dB(A);
;18.01.2016   10:08:10;48,6 dB(A);49,0 dB(A);
;18.01.2016   10:08:11;48,4 dB(A);48,6 dB(A);
;18.01.2016   10:08:12;58,8 dB(A);62,3 dB(A);
;18.01.2016   10:08:13;49,4 dB(A);51,6 dB(A);
;18.01.2016   10:08:14;48,5 dB(A);48,8 dB(A);
;18.01.2016   10:08:15;57,7 dB(A);61,1 dB(A);
;18.01.2016   10:08:16;51,1 dB(A);55,3 dB(A);
;18.01.2016   10:08:17;49,0 dB(A);49,2 dB(A);
;18.01.2016   10:08:18;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:08:19;57,3 dB(A);62,1 dB(A);
;18.01.2016   10:08:20;57,2 dB(A);62,6 dB(A);
;18.01.2016   10:08:21;49,5 dB(A);50,4 dB(A);
;18.01.2016   10:08:22;49,0 dB(A);49,4 dB(A);
;18.01.2016   10:08:23;57,7 dB(A);62,0 dB(A);
;18.01.2016   10:08:24;56,3 dB(A);62,0 dB(A);
;18.01.2016   10:08:25;48,9 dB(A);49,4 dB(A);
;18.01.2016   10:08:26;48,8 dB(A);49,1 dB(A);
;18.01.2016   10:08:27;49,0 dB(A);51,5 dB(A);
;18.01.2016   10:08:28;59,0 dB(A);62,9 dB(A);
;18.01.2016   10:08:29;49,2 dB(A);50,1 dB(A);
;18.01.2016   10:08:30;49,1 dB(A);49,5 dB(A);
;18.01.2016   10:08:31;49,1 dB(A);49,6 dB(A);
;18.01.2016   10:08:32;49,1 dB(A);49,5 dB(A);
;18.01.2016   10:08:33;53,8 dB(A);60,7 dB(A);
;18.01.2016   10:08:34;56,8 dB(A);61,5 dB(A);
;18.01.2016   10:08:35;49,3 dB(A);50,1 dB(A);
;18.01.2016   10:08:36;48,9 dB(A);49,4 dB(A);
;18.01.2016   10:08:37;60,9 dB(A);61,6 dB(A);
;18.01.2016   10:08:38;54,8 dB(A);59,4 dB(A);
;18.01.2016   10:08:39;49,3 dB(A);50,8 dB(A);
;18.01.2016   10:08:40;48,5 dB(A);48,7 dB(A);
;18.01.2016   10:08:41;48,6 dB(A);49,0 dB(A);
;18.01.2016   10:08:42;48,9 dB(A);49,2 dB(A);
;18.01.2016   10:08:43;56,2 dB(A);60,2 dB(A);
;18.01.2016   10:08:44;58,8 dB(A);60,6 dB(A);
;18.01.2016   10:08:45;50,2 dB(A);51,8 dB(A);
;18.01.2016   10:08:46;49,0 dB(A);49,2 dB(A);
;18.01.2016   10:08:47;48,5 dB(A);48,7 dB(A);
;18.01.2016   10:08:48;48,4 dB(A);48,8 dB(A);
;18.01.2016   10:08:49;56,6 dB(A);62,4 dB(A);
;18.01.2016   10:08:50;62,4 dB(A);63,7 dB(A);
;18.01.2016   10:08:51;57,2 dB(A);61,2 dB(A);
;18.01.2016   10:08:52;56,7 dB(A);61,7 dB(A);
;18.01.2016   10:08:53;49,3 dB(A);50,1 dB(A);
;18.01.2016   10:08:54;48,8 dB(A);49,2 dB(A);
;18.01.2016   10:08:55;48,9 dB(A);49,3 dB(A);
;18.01.2016   10:08:56;48,7 dB(A);49,3 dB(A);
;18.01.2016   10:08:57;49,3 dB(A);49,7 dB(A);
;18.01.2016   10:08:58;48,8 dB(A);49,1 dB(A);
;18.01.2016   10:08:59;56,8 dB(A);59,1 dB(A);
;18.01.2016   10:09:01;58,2 dB(A);61,6 dB(A);
;18.01.2016   10:09:02;50,3 dB(A);52,6 dB(A);
;18.01.2016   10:09:03;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:09:04;49,1 dB(A);49,4 dB(A);
;18.01.2016   10:09:05;48,8 dB(A);49,3 dB(A);
;18.01.2016   10:09:06;51,2 dB(A);57,7 dB(A);
;18.01.2016   10:09:07;58,2 dB(A);59,7 dB(A);
;18.01.2016   10:09:08;60,4 dB(A);61,4 dB(A);
;18.01.2016   10:09:09;55,8 dB(A);59,5 dB(A);
;18.01.2016   10:09:10;56,9 dB(A);60,9 dB(A);
;18.01.2016   10:09:11;49,1 dB(A);50,2 dB(A);
;18.01.2016   10:09:12;48,3 dB(A);48,9 dB(A);
;18.01.2016   10:09:13;48,5 dB(A);48,8 dB(A);
;18.01.2016   10:09:14;48,9 dB(A);49,2 dB(A);
;18.01.2016   10:09:15;48,9 dB(A);49,2 dB(A);
;18.01.2016   10:09:16;49,2 dB(A);50,6 dB(A);
;18.01.2016   10:09:17;57,3 dB(A);62,3 dB(A);
;18.01.2016   10:09:18;60,9 dB(A);62,3 dB(A);
;18.01.2016   10:09:19;53,5 dB(A);57,5 dB(A);
;18.01.2016   10:09:20;50,7 dB(A);53,4 dB(A);
;18.01.2016   10:09:21;48,7 dB(A);48,9 dB(A);
;18.01.2016   10:09:22;48,6 dB(A);49,0 dB(A);
;18.01.2016   10:09:23;52,2 dB(A);57,2 dB(A);
;18.01.2016   10:09:24;58,6 dB(A);61,3 dB(A);
;18.01.2016   10:09:25;49,9 dB(A);50,6 dB(A);
;18.01.2016   10:09:26;48,9 dB(A);49,2 dB(A);
;18.01.2016   10:09:27;48,8 dB(A);49,3 dB(A);
;18.01.2016   10:09:28;48,8 dB(A);49,0 dB(A);
;18.01.2016   10:09:29;48,6 dB(A);48,9 dB(A);
;18.01.2016   10:09:30;58,4 dB(A);63,4 dB(A);
;18.01.2016   10:09:31;56,9 dB(A);61,7 dB(A);
;18.01.2016   10:09:32;51,4 dB(A);55,3 dB(A);
;18.01.2016   10:09:33;48,5 dB(A);48,8 dB(A);
;18.01.2016   10:09:34;48,5 dB(A);49,0 dB(A);
;18.01.2016   10:09:35;48,4 dB(A);48,8 dB(A);
;18.01.2016   10:09:36;48,6 dB(A);48,8 dB(A);
;18.01.2016   10:09:37;48,7 dB(A);49,1 dB(A);
;18.01.2016   10:09:38;48,5 dB(A);48,9 dB(A);
;18.01.2016   10:09:39;60,2 dB(A);62,8 dB(A);
;18.01.2016   10:09:40;56,5 dB(A);60,5 dB(A);
;18.01.2016   10:09:41;48,6 dB(A);49,3 dB(A);
;18.01.2016   10:09:42;48,6 dB(A);49,0 dB(A);
;18.01.2016   10:09:43;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:09:44;59,4 dB(A);63,7 dB(A);
;18.01.2016   10:09:45;54,5 dB(A);59,8 dB(A);
;18.01.2016   10:09:46;49,0 dB(A);49,5 dB(A);
;18.01.2016   10:09:47;48,9 dB(A);49,7 dB(A);
;18.01.2016   10:09:48;48,5 dB(A);48,7 dB(A);
;18.01.2016   10:09:49;48,9 dB(A);49,2 dB(A);
;18.01.2016   10:09:50;48,8 dB(A);49,1 dB(A);
;18.01.2016   10:09:51;48,8 dB(A);49,1 dB(A);
;18.01.2016   10:09:52;50,2 dB(A);55,5 dB(A);
;18.01.2016   10:09:53;59,3 dB(A);60,5 dB(A);
;18.01.2016   10:09:54;56,9 dB(A);59,7 dB(A);
;18.01.2016   10:09:55;55,8 dB(A);60,5 dB(A);
;18.01.2016   10:09:56;49,1 dB(A);49,5 dB(A);
;18.01.2016   10:09:57;60,2 dB(A);62,4 dB(A);
;18.01.2016   10:09:58;55,0 dB(A);60,0 dB(A);
;18.01.2016   10:09:59;48,6 dB(A);49,1 dB(A);
;18.01.2016   10:10:01;48,6 dB(A);48,9 dB(A);
;18.01.2016   10:10:02;48,6 dB(A);49,1 dB(A);
;18.01.2016   10:10:03;48,5 dB(A);48,9 dB(A);
;18.01.2016   10:10:04;48,7 dB(A);49,2 dB(A);
;18.01.2016   10:10:05;48,7 dB(A);49,0 dB(A);
;18.01.2016   10:10:06;56,5 dB(A);60,3 dB(A);
;18.01.2016   10:10:07;49,0 dB(A);50,6 dB(A);
;18.01.2016   10:10:08;48,2 dB(A);48,5 dB(A);
;18.01.2016   10:10:09;56,4 dB(A);60,7 dB(A);
;18.01.2016   10:10:10;49,3 dB(A);51,4 dB(A);
;18.01.2016   10:10:11;48,4 dB(A);49,7 dB(A);
;18.01.2016   10:10:12;56,3 dB(A);60,4 dB(A);
